x-axis,1,2
second,Volt,Volt
-500.000E-06,+1.809375027E+00,+76.812500E-03
-498.000E-06,+1.790625027E+00,+76.812500E-03
-496.000E-06,+1.771875026E+00,+76.812500E-03
-494.000E-06,+1.750625026E+00,+76.812500E-03
-492.000E-06,+1.726875026E+00,+76.812500E-03
-490.000E-06,+1.703125025E+00,+76.812500E-03
-488.000E-06,+1.689375025E+00,+76.671875E-03
-486.000E-06,+1.675625025E+00,+76.531250E-03
-484.000E-06,+1.658750025E+00,+76.414063E-03
-482.000E-06,+1.638750024E+00,+76.320313E-03
-480.000E-06,+1.618750024E+00,+76.226563E-03
-478.000E-06,+1.592500024E+00,+76.257813E-03
-476.000E-06,+1.566250023E+00,+76.289063E-03
-474.000E-06,+1.543750023E+00,+76.343750E-03
-472.000E-06,+1.525000023E+00,+76.421875E-03
-470.000E-06,+1.506250022E+00,+76.500000E-03
-468.000E-06,+1.493750022E+00,+76.468750E-03
-466.000E-06,+1.481250022E+00,+76.437500E-03
-464.000E-06,+1.463750022E+00,+76.421875E-03
-462.000E-06,+1.441250021E+00,+76.421875E-03
-460.000E-06,+1.418750021E+00,+76.421875E-03
-458.000E-06,+1.391250021E+00,+76.343750E-03
-456.000E-06,+1.363750020E+00,+76.265625E-03
-454.000E-06,+1.340625020E+00,+76.218750E-03
-452.000E-06,+1.321875020E+00,+76.203125E-03
-450.000E-06,+1.303125019E+00,+76.187500E-03
-448.000E-06,+1.281875019E+00,+76.140625E-03
-446.000E-06,+1.260625019E+00,+76.093750E-03
-444.000E-06,+1.238750018E+00,+76.148438E-03
-442.000E-06,+1.216250018E+00,+76.304688E-03
-440.000E-06,+1.193750018E+00,+76.460938E-03
-438.000E-06,+1.172500017E+00,+76.460938E-03
-436.000E-06,+1.151250017E+00,+76.460938E-03
-434.000E-06,+1.130000017E+00,+76.414063E-03
-432.000E-06,+1.108750017E+00,+76.320313E-03
-430.000E-06,+1.087500016E+00,+76.226563E-03
-428.000E-06,+1.065000016E+00,+76.039063E-03
-426.000E-06,+1.042500016E+00,+75.851563E-03
-424.000E-06,+1.019375015E+00,+75.718750E-03
-422.000E-06,+995.625015E-03,+75.640625E-03
-420.000E-06,+971.875014E-03,+75.562500E-03
-418.000E-06,+950.625014E-03,+75.562500E-03
-416.000E-06,+929.375014E-03,+75.562500E-03
-414.000E-06,+908.750014E-03,+75.632813E-03
-412.000E-06,+888.750013E-03,+75.773438E-03
-410.000E-06,+868.750013E-03,+75.914063E-03
-408.000E-06,+852.500013E-03,+75.945313E-03
-406.000E-06,+836.250012E-03,+75.976563E-03
-404.000E-06,+815.625012E-03,+75.953125E-03
-402.000E-06,+790.625012E-03,+75.875000E-03
-400.000E-06,+765.625011E-03,+75.796875E-03
-398.000E-06,+744.375011E-03,+75.671875E-03
-396.000E-06,+723.125011E-03,+75.546875E-03
-394.000E-06,+701.875010E-03,+75.453125E-03
-392.000E-06,+680.625010E-03,+75.390625E-03
-390.000E-06,+659.375010E-03,+75.328125E-03
-388.000E-06,+638.125010E-03,+75.312500E-03
-386.000E-06,+616.875009E-03,+75.296875E-03
-384.000E-06,+591.250009E-03,+75.304688E-03
-382.000E-06,+561.250008E-03,+75.335938E-03
-380.000E-06,+531.250008E-03,+75.367188E-03
-378.000E-06,+513.750008E-03,+75.257813E-03
-376.000E-06,+496.250007E-03,+75.148438E-03
-374.000E-06,+480.625007E-03,+75.023438E-03
-372.000E-06,+466.875007E-03,+74.882813E-03
-370.000E-06,+453.125007E-03,+74.742188E-03
-368.000E-06,+428.125006E-03,+74.367188E-03
-366.000E-06,+403.125006E-03,+73.992188E-03
-364.000E-06,+383.750006E-03,+73.539063E-03
-362.000E-06,+370.000006E-03,+73.007813E-03
-360.000E-06,+356.250005E-03,+72.476563E-03
-358.000E-06,+343.750005E-03,+71.929688E-03
-356.000E-06,+331.250005E-03,+71.382813E-03
-354.000E-06,+321.875005E-03,+70.804688E-03
-352.000E-06,+315.625005E-03,+70.195313E-03
-350.000E-06,+309.375005E-03,+69.585938E-03
-348.000E-06,+299.375004E-03,+68.867188E-03
-346.000E-06,+289.375004E-03,+68.148438E-03
-344.000E-06,+278.750004E-03,+67.312501E-03
-342.000E-06,+267.500004E-03,+66.359376E-03
-340.000E-06,+256.250004E-03,+65.406251E-03
-338.000E-06,+246.250004E-03,+64.343751E-03
-336.000E-06,+236.250004E-03,+63.281251E-03
-334.000E-06,+228.750003E-03,+62.164063E-03
-332.000E-06,+223.750003E-03,+60.992188E-03
-330.000E-06,+218.750003E-03,+59.820313E-03
-328.000E-06,+213.750003E-03,+58.710938E-03
-326.000E-06,+208.750003E-03,+57.601563E-03
-324.000E-06,+203.750003E-03,+56.507813E-03
-322.000E-06,+198.750003E-03,+55.429688E-03
-320.000E-06,+193.750003E-03,+54.351563E-03
-318.000E-06,+188.750003E-03,+53.242188E-03
-316.000E-06,+183.750003E-03,+52.132813E-03
-314.000E-06,+179.375003E-03,+51.000001E-03
-312.000E-06,+175.625003E-03,+49.843751E-03
-310.000E-06,+171.875003E-03,+48.687501E-03
-308.000E-06,+170.625003E-03,+47.484376E-03
-306.000E-06,+169.375003E-03,+46.281251E-03
-304.000E-06,+168.125003E-03,+45.085939E-03
-302.000E-06,+166.875002E-03,+43.898439E-03
-300.000E-06,+165.625002E-03,+42.710939E-03
-298.000E-06,+164.375002E-03,+41.570314E-03
-296.000E-06,+163.125002E-03,+40.429689E-03
-294.000E-06,+162.500002E-03,+39.304689E-03
-292.000E-06,+162.500002E-03,+38.195314E-03
