x-axis,1,2
second,Volt,Volt
-500.000E-06,+2.034374933E+00,+6.328126E-03
-498.000E-06,+2.053124934E+00,+6.171876E-03
-496.000E-06,+2.071874934E+00,+6.015626E-03
-494.000E-06,+2.094999934E+00,+5.953126E-03
-492.000E-06,+2.122499935E+00,+5.984376E-03
-490.000E-06,+2.149999935E+00,+6.015626E-03
-488.000E-06,+2.164999935E+00,+6.062501E-03
-486.000E-06,+2.179999936E+00,+6.109376E-03
-484.000E-06,+2.196249936E+00,+6.156251E-03
-482.000E-06,+2.213749936E+00,+6.203126E-03
-480.000E-06,+2.231249936E+00,+6.250001E-03
-478.000E-06,+2.259999937E+00,+6.203126E-03
-476.000E-06,+2.288749937E+00,+6.156251E-03
-474.000E-06,+2.311874938E+00,+6.132814E-03
-472.000E-06,+2.329374938E+00,+6.132814E-03
-470.000E-06,+2.346874938E+00,+6.132814E-03
-468.000E-06,+2.369374938E+00,+6.039064E-03
-466.000E-06,+2.391874939E+00,+5.945314E-03
-464.000E-06,+2.412499939E+00,+5.859376E-03
-462.000E-06,+2.431249939E+00,+5.781251E-03
-460.000E-06,+2.449999940E+00,+5.703126E-03
-458.000E-06,+2.471249940E+00,+5.734376E-03
-456.000E-06,+2.492499940E+00,+5.765626E-03
-454.000E-06,+2.511874941E+00,+5.859376E-03
-452.000E-06,+2.529374941E+00,+6.015626E-03
-450.000E-06,+2.546874941E+00,+6.171876E-03
-448.000E-06,+2.569374941E+00,+6.234376E-03
-446.000E-06,+2.591874942E+00,+6.296876E-03
-444.000E-06,+2.610624942E+00,+6.328126E-03
-442.000E-06,+2.625624942E+00,+6.328126E-03
-440.000E-06,+2.640624942E+00,+6.328126E-03
-438.000E-06,+2.663124943E+00,+6.171876E-03
-436.000E-06,+2.685624943E+00,+6.015626E-03
-434.000E-06,+2.707499943E+00,+5.914064E-03
-432.000E-06,+2.728749944E+00,+5.867189E-03
-430.000E-06,+2.749999944E+00,+5.820314E-03
-428.000E-06,+2.771249944E+00,+5.804689E-03
-426.000E-06,+2.792499945E+00,+5.789064E-03
-424.000E-06,+2.811874945E+00,+5.843751E-03
-422.000E-06,+2.829374945E+00,+5.968751E-03
-420.000E-06,+2.846874946E+00,+6.093751E-03
-418.000E-06,+2.866874946E+00,+6.156251E-03
-416.000E-06,+2.886874946E+00,+6.218751E-03
-414.000E-06,+2.906874946E+00,+6.242189E-03
-412.000E-06,+2.926874947E+00,+6.226564E-03
-410.000E-06,+2.946874947E+00,+6.210939E-03
-408.000E-06,+2.966874947E+00,+6.085939E-03
